State_Name,Season,Crop,Area,Production,soil_type
West Bengal,Autumn     ,Groundnut,109,90,Sandy
West Bengal,Rabi       ,Groundnut,70,127,Sandy
West Bengal,Summer     ,Groundnut,335,753,Sandy
West Bengal,Autumn     ,Groundnut,141,127,Sandy
West Bengal,Rabi       ,Groundnut,51,88,Sandy
West Bengal,Summer     ,Groundnut,393,841,Sandy
West Bengal,Autumn     ,Groundnut,268,206,Sandy
West Bengal,Rabi       ,Groundnut,88,149,Sandy
West Bengal,Summer     ,Groundnut,219,474,Sandy
West Bengal,Autumn     ,Groundnut,265,249,Sandy
West Bengal,Rabi       ,Groundnut,88,149,Sandy
West Bengal,Summer     ,Groundnut,324,791,Sandy
West Bengal,Whole Year ,Groundnut,1470,2379,Sandy
West Bengal,Whole Year ,Groundnut,1020,1567,Sandy
West Bengal,Kharif     ,Groundnut,108,162,Sandy
West Bengal,Rabi       ,Groundnut,962,1472,Sandy
West Bengal,Summer     ,Groundnut,421,627,Sandy
West Bengal,Kharif     ,Groundnut,181,262,Sandy
West Bengal,Rabi       ,Groundnut,1004,1496,Sandy
West Bengal,Summer     ,Groundnut,357,523,Sandy
West Bengal,Kharif     ,Groundnut,58,73,Sandy
West Bengal,Rabi       ,Groundnut,1691,2665,Sandy
West Bengal,Summer     ,Groundnut,301,421,Sandy
West Bengal,Kharif     ,Groundnut,49,62,Sandy
West Bengal,Rabi       ,Groundnut,1414,2428,Sandy
West Bengal,Summer     ,Groundnut,223,320,Sandy
West Bengal,Kharif     ,Groundnut,47,60,Sandy
West Bengal,Rabi       ,Groundnut,1417,3259,Sandy
West Bengal,Summer     ,Groundnut,303,382,Sandy
West Bengal,Whole Year ,Groundnut,1810,3619,Sandy
West Bengal,Whole Year ,Groundnut,1852,3765,Sandy
West Bengal,Whole Year ,Groundnut,2040,3885,Sandy
West Bengal,Kharif     ,Groundnut,135,162,Sandy
West Bengal,Rabi       ,Groundnut,1725,3693,Sandy
West Bengal,Summer     ,Groundnut,239,395,Sandy
West Bengal,Kharif     ,Groundnut,61,76,Sandy
West Bengal,Rabi       ,Groundnut,1775,3534,Sandy
West Bengal,Summer     ,Groundnut,339,464,Sandy
West Bengal,Autumn     ,Groundnut,86,99,Sandy
West Bengal,Rabi       ,Groundnut,20,31,Sandy
West Bengal,Summer     ,Groundnut,415,584,Sandy
West Bengal,Autumn     ,Groundnut,60,60,Sandy
West Bengal,Rabi       ,Groundnut,1761,3714,Sandy
West Bengal,Summer     ,Groundnut,426,599,Sandy
West Bengal,Autumn     ,Groundnut,21,23,Sandy
West Bengal,Rabi       ,Groundnut,1748,3608,Sandy
West Bengal,Summer     ,Groundnut,414,328,Sandy
West Bengal,Autumn     ,Groundnut,56,61,Sandy
West Bengal,Rabi       ,Groundnut,1722,3701,Sandy
West Bengal,Summer     ,Groundnut,468,569,Sandy
West Bengal,Autumn     ,Groundnut,51,51,Sandy
West Bengal,Rabi       ,Groundnut,1761,3267,Sandy
West Bengal,Summer     ,Groundnut,697,1111,Sandy
West Bengal,Autumn     ,Groundnut,63,66,Sandy
West Bengal,Rabi       ,Groundnut,1650,3518,Sandy
West Bengal,Summer     ,Groundnut,575,1018,Sandy
West Bengal,Whole Year ,Groundnut,206,57,Sandy
West Bengal,Whole Year ,Groundnut,41,37,Sandy
West Bengal,Kharif     ,Groundnut,62,62,Sandy
West Bengal,Summer     ,Groundnut,36,25,Sandy
West Bengal,Kharif     ,Groundnut,43,43,Sandy
West Bengal,Summer     ,Groundnut,94,75,Sandy
West Bengal,Kharif     ,Groundnut,151,151,Sandy
West Bengal,Rabi       ,Groundnut,4,6,Sandy
West Bengal,Summer     ,Groundnut,193,161,Sandy
West Bengal,Kharif     ,Groundnut,50,50,Sandy
West Bengal,Summer     ,Groundnut,106,88,Sandy
West Bengal,Kharif     ,Groundnut,6,5,Sandy
West Bengal,Rabi       ,Groundnut,3,3,Sandy
West Bengal,Summer     ,Groundnut,116,96,Sandy
West Bengal,Whole Year ,Groundnut,154,129,Sandy
West Bengal,Whole Year ,Groundnut,145,201,Sandy
West Bengal,Whole Year ,Groundnut,250,445,Sandy
West Bengal,Kharif     ,Groundnut,44,45,Sandy
West Bengal,Rabi       ,Groundnut,9,14,Sandy
West Bengal,Summer     ,Groundnut,153,221,Sandy
West Bengal,Kharif     ,Groundnut,25,26,Sandy
West Bengal,Rabi       ,Groundnut,31,48,Sandy
West Bengal,Summer     ,Groundnut,36,52,Sandy
West Bengal,Autumn     ,Groundnut,69,72,Sandy
West Bengal,Rabi       ,Groundnut,47,43,Sandy
West Bengal,Summer     ,Groundnut,159,223,Sandy
West Bengal,Rabi       ,Groundnut,25,28,Sandy
West Bengal,Summer     ,Groundnut,61,90,Sandy
West Bengal,Rabi       ,Groundnut,7,10,Sandy
West Bengal,Autumn     ,Groundnut,47,49,Sandy
West Bengal,Rabi       ,Groundnut,14,20,Sandy
West Bengal,Autumn     ,Groundnut,46,48,Sandy
West Bengal,Autumn     ,Groundnut,47,49,Sandy
West Bengal,Rabi       ,Groundnut,58,61,Sandy
West Bengal,Summer     ,Groundnut,87,87,Sandy
West Bengal,Rabi       ,Groundnut,184,138,Sandy
West Bengal,Summer     ,Groundnut,184,129,Sandy
West Bengal,Rabi       ,Groundnut,174,134,Sandy
West Bengal,Summer     ,Groundnut,147,103,Sandy
West Bengal,Rabi       ,Groundnut,170,255,Sandy
West Bengal,Summer     ,Groundnut,170,136,Sandy
West Bengal,Whole Year ,Groundnut,386,356,Sandy
West Bengal,Whole Year ,Groundnut,530,1212,Sandy
West Bengal,Whole Year ,Groundnut,685,495,Sandy
West Bengal,Kharif     ,Groundnut,275,114,Sandy
West Bengal,Rabi       ,Groundnut,185,180,Sandy
West Bengal,Summer     ,Groundnut,155,128,Sandy
West Bengal,Kharif     ,Groundnut,290,120,Sandy
West Bengal,Rabi       ,Groundnut,190,185,Sandy
West Bengal,Summer     ,Groundnut,170,143,Sandy
West Bengal,Autumn     ,Groundnut,290,125,Sandy
West Bengal,Rabi       ,Groundnut,67,168,Sandy
West Bengal,Summer     ,Groundnut,185,156,Sandy
West Bengal,Autumn     ,Groundnut,300,123,Sandy
West Bengal,Rabi       ,Groundnut,220,231,Sandy
West Bengal,Summer     ,Groundnut,170,142,Sandy
West Bengal,Autumn     ,Groundnut,310,129,Sandy
West Bengal,Rabi       ,Groundnut,235,244,Sandy
West Bengal,Autumn     ,Groundnut,325,157,Sandy
West Bengal,Rabi       ,Groundnut,195,234,Sandy
West Bengal,Autumn     ,Groundnut,250,171,Sandy
West Bengal,Rabi       ,Groundnut,220,264,Sandy
West Bengal,Autumn     ,Groundnut,295,196,Sandy
West Bengal,Rabi       ,Groundnut,350,525,Sandy
West Bengal,Rabi       ,Groundnut,22,33,Sandy
West Bengal,Kharif     ,Groundnut,5,8,Sandy
West Bengal,Rabi       ,Groundnut,20,30,Sandy
West Bengal,Kharif     ,Groundnut,4,6,Sandy
West Bengal,Rabi       ,Groundnut,12,18,Sandy
West Bengal,Summer     ,Groundnut,8,10,Sandy
West Bengal,Rabi       ,Groundnut,12,18,Sandy
West Bengal,Summer     ,Groundnut,8,10,Sandy
West Bengal,Whole Year ,Groundnut,20,28,Sandy
West Bengal,Whole Year ,Groundnut,36,49,Sandy
West Bengal,Whole Year ,Groundnut,46,64,Sandy
West Bengal,Kharif     ,Groundnut,1,1,Sandy
West Bengal,Rabi       ,Groundnut,23,35,Sandy
West Bengal,Summer     ,Groundnut,15,18,Sandy
West Bengal,Kharif     ,Groundnut,1,1,Sandy
West Bengal,Rabi       ,Groundnut,23,35,Sandy
West Bengal,Summer     ,Groundnut,17,21,Sandy
West Bengal,Autumn     ,Groundnut,1,1,Sandy
West Bengal,Rabi       ,Groundnut,613,900,Sandy
West Bengal,Summer     ,Groundnut,13,15,Sandy
West Bengal,Autumn     ,Groundnut,1,1,Sandy
West Bengal,Summer     ,Groundnut,13,15,Sandy
West Bengal,Autumn     ,Groundnut,1,1,Sandy
West Bengal,Autumn     ,Groundnut,1,1,Sandy
West Bengal,Rabi       ,Groundnut,5,8,Sandy
West Bengal,Whole Year ,Groundnut,21,11,Sandy
West Bengal,Summer     ,Groundnut,93,126,Sandy
West Bengal,Summer     ,Groundnut,100,139,Sandy
West Bengal,Whole Year ,Groundnut,65,84,Sandy
West Bengal,Whole Year ,Groundnut,40,59,Sandy
West Bengal,Whole Year ,Groundnut,225,353,Sandy
West Bengal,Summer     ,Groundnut,430,657,Sandy
West Bengal,Summer     ,Groundnut,326,558,Sandy
West Bengal,Summer     ,Groundnut,250,409,Sandy
West Bengal,Summer     ,Groundnut,335,541,Sandy
West Bengal,Kharif     ,Groundnut,23,36,Sandy
West Bengal,Summer     ,Groundnut,140,271,Sandy
West Bengal,Summer     ,Groundnut,140,271,Sandy
West Bengal,Kharif     ,Groundnut,88,128,Sandy
West Bengal,Rabi       ,Groundnut,133,207,Sandy
West Bengal,Summer     ,Groundnut,150,338,Sandy
West Bengal,Kharif     ,Groundnut,58,85,Sandy
West Bengal,Rabi       ,Groundnut,33,52,Sandy
West Bengal,Summer     ,Groundnut,29,63,Sandy
West Bengal,Kharif     ,Groundnut,20,27,Sandy
West Bengal,Rabi       ,Groundnut,104,81,Sandy
West Bengal,Summer     ,Groundnut,66,78,Sandy
West Bengal,Whole Year ,Groundnut,282,676,Sandy
West Bengal,Whole Year ,Groundnut,276,651,Sandy
West Bengal,Whole Year ,Groundnut,317,333,Sandy
West Bengal,Rabi       ,Groundnut,150,384,Sandy
West Bengal,Summer     ,Groundnut,142,169,Sandy
West Bengal,Rabi       ,Groundnut,50,53,Sandy
West Bengal,Summer     ,Groundnut,160,249,Sandy
West Bengal,Summer     ,Groundnut,192,300,Sandy
West Bengal,Rabi       ,Groundnut,87,274,Sandy
West Bengal,Summer     ,Groundnut,165,258,Sandy
West Bengal,Rabi       ,Groundnut,125,393,Sandy
West Bengal,Rabi       ,Groundnut,83,206,Sandy
West Bengal,Rabi       ,Groundnut,97,241,Sandy
West Bengal,Rabi       ,Groundnut,98,244,Sandy
West Bengal,Whole Year ,Groundnut,3741,6435,Sandy
West Bengal,Whole Year ,Groundnut,3123,5834,Sandy
West Bengal,Rabi       ,Groundnut,315,520,Sandy
West Bengal,Summer     ,Groundnut,2885,3750,Sandy
West Bengal,Summer     ,Groundnut,4117,7493,Sandy
West Bengal,Rabi       ,Groundnut,200,180,Sandy
West Bengal,Summer     ,Groundnut,4469,6748,Sandy
West Bengal,Rabi       ,Groundnut,450,622,Sandy
West Bengal,Summer     ,Groundnut,4469,6748,Sandy
West Bengal,Rabi       ,Groundnut,735,1139,Sandy
West Bengal,Summer     ,Groundnut,8139,11712,Sandy
West Bengal,Whole Year ,Groundnut,9161,12752,Sandy
West Bengal,Whole Year ,Groundnut,8638,13622,Sandy
West Bengal,Whole Year ,Groundnut,8640,13599,Sandy
West Bengal,Rabi       ,Groundnut,490,735,Sandy
West Bengal,Summer     ,Groundnut,8813,13325,Sandy
West Bengal,Rabi       ,Groundnut,570,855,Sandy
West Bengal,Summer     ,Groundnut,13645,24138,Sandy
West Bengal,Rabi       ,Groundnut,1754,3797,Sandy
West Bengal,Summer     ,Groundnut,10366,17021,Sandy
West Bengal,Rabi       ,Groundnut,480,749,Sandy
West Bengal,Summer     ,Groundnut,10572,18512,Sandy
West Bengal,Rabi       ,Groundnut,450,702,Sandy
West Bengal,Summer     ,Groundnut,11467,22889,Sandy
West Bengal,Rabi       ,Groundnut,500,769,Sandy
West Bengal,Summer     ,Groundnut,12761,29937,Sandy
West Bengal,Rabi       ,Groundnut,477,740,Sandy
West Bengal,Summer     ,Groundnut,13303,28735,Sandy
West Bengal,Rabi       ,Groundnut,525,802,Sandy
West Bengal,Summer     ,Groundnut,13267,29037,Sandy
West Bengal,Whole Year ,Groundnut,438,304,Sandy
West Bengal,Whole Year ,Groundnut,702,563,Sandy
West Bengal,Rabi       ,Groundnut,191,169,Sandy
West Bengal,Summer     ,Groundnut,689,702,Sandy
West Bengal,Rabi       ,Groundnut,614,551,Sandy
West Bengal,Summer     ,Groundnut,634,798,Sandy
West Bengal,Rabi       ,Groundnut,766,687,Sandy
West Bengal,Summer     ,Groundnut,1061,1508,Sandy
West Bengal,Summer     ,Groundnut,996,1438,Sandy
West Bengal,Summer     ,Groundnut,1946,2370,Sandy
West Bengal,Whole Year ,Groundnut,2311,1543,Sandy
West Bengal,Whole Year ,Groundnut,2311,3543,Sandy
West Bengal,Whole Year ,Groundnut,3880,6247,Sandy
West Bengal,Summer     ,Groundnut,5101,8422,Sandy
West Bengal,Summer     ,Groundnut,3764,6071,Sandy
West Bengal,Rabi       ,Groundnut,570,855,Sandy
West Bengal,Summer     ,Groundnut,4248,6911,Sandy
West Bengal,Summer     ,Groundnut,4371,7133,Sandy
West Bengal,Summer     ,Groundnut,5051,11142,Sandy
West Bengal,Summer     ,Groundnut,5308,15508,Sandy
West Bengal,Summer     ,Groundnut,5428,16019,Sandy
West Bengal,Summer     ,Groundnut,6103,13208,Sandy
West Bengal,Whole Year ,Groundnut,199,291,Sandy
West Bengal,Whole Year ,Groundnut,194,286,Sandy
West Bengal,Summer     ,Groundnut,425,663,Sandy
West Bengal,Summer     ,Groundnut,10,16,Sandy
West Bengal,Rabi       ,Groundnut,182,262,Sandy
West Bengal,Summer     ,Groundnut,163,228,Sandy
West Bengal,Rabi       ,Groundnut,105,151,Sandy
West Bengal,Summer     ,Groundnut,163,222,Sandy
West Bengal,Rabi       ,Groundnut,330,485,Sandy
West Bengal,Summer     ,Groundnut,315,550,Sandy
West Bengal,Whole Year ,Groundnut,893,1460,Sandy
West Bengal,Whole Year ,Groundnut,927,1468,Sandy
West Bengal,Whole Year ,Groundnut,1048,1780,Sandy
West Bengal,Rabi       ,Groundnut,2079,3254,Sandy
West Bengal,Summer     ,Groundnut,827,1386,Sandy
West Bengal,Rabi       ,Groundnut,1069,1688,Sandy
West Bengal,Summer     ,Groundnut,558,941,Sandy
West Bengal,Rabi       ,Groundnut,205,203,Sandy
West Bengal,Summer     ,Groundnut,603,1015,Sandy
West Bengal,Autumn     ,Groundnut,10,14,Sandy
West Bengal,Rabi       ,Groundnut,1572,2690,Sandy
West Bengal,Summer     ,Groundnut,3862,7531,Sandy
West Bengal,Autumn     ,Groundnut,10,14,Sandy
West Bengal,Rabi       ,Groundnut,521,916,Sandy
West Bengal,Summer     ,Groundnut,3952,6145,Sandy
West Bengal,Autumn     ,Groundnut,10,14,Sandy
West Bengal,Rabi       ,Groundnut,902,1544,Sandy
West Bengal,Summer     ,Groundnut,3371,7048,Sandy
West Bengal,Autumn     ,Groundnut,110,157,Sandy
West Bengal,Rabi       ,Groundnut,998,1703,Sandy
West Bengal,Summer     ,Groundnut,3212,7063,Sandy
West Bengal,Autumn     ,Groundnut,110,157,Sandy
West Bengal,Rabi       ,Groundnut,1100,1762,Sandy
West Bengal,Summer     ,Groundnut,3338,7627,Sandy
West Bengal,Summer     ,Groundnut,108,105,Sandy
West Bengal,Summer     ,Groundnut,108,105,Sandy
West Bengal,Summer     ,Groundnut,108,105,Sandy
West Bengal,Whole Year ,Groundnut,183,146,Sandy
West Bengal,Whole Year ,Groundnut,328,264,Sandy
West Bengal,Whole Year ,Groundnut,887,710,Sandy
West Bengal,Kharif     ,Groundnut,157,86,Sandy
West Bengal,Summer     ,Groundnut,679,547,Sandy
West Bengal,Kharif     ,Groundnut,135,74,Sandy
West Bengal,Summer     ,Groundnut,123,98,Sandy
West Bengal,Autumn     ,Groundnut,35,19,Sandy
West Bengal,Rabi       ,Groundnut,3,8,Sandy
West Bengal,Summer     ,Groundnut,181,146,Sandy
West Bengal,Autumn     ,Groundnut,184,100,Sandy
West Bengal,Summer     ,Groundnut,202,162,Sandy
West Bengal,Autumn     ,Groundnut,7,4,Sandy
West Bengal,Summer     ,Groundnut,73,130,Sandy
West Bengal,Autumn     ,Groundnut,5,3,Sandy
West Bengal,Rabi       ,Groundnut,150,119,Sandy
West Bengal,Summer     ,Groundnut,86,180,Sandy
West Bengal,Autumn     ,Groundnut,77,50,Sandy
West Bengal,Rabi       ,Groundnut,155,123,Sandy
West Bengal,Summer     ,Groundnut,108,224,Sandy
West Bengal,Autumn     ,Groundnut,90,57,Sandy
West Bengal,Rabi       ,Groundnut,153,110,Sandy
West Bengal,Summer     ,Groundnut,70,142,Sandy
West Bengal,Whole Year ,Groundnut,8802,14523,Sandy
West Bengal,Whole Year ,Groundnut,8835,9100,Sandy
West Bengal,Summer     ,Groundnut,9070,14548,Sandy
West Bengal,Summer     ,Groundnut,9565,12922,Sandy
West Bengal,Summer     ,Groundnut,8717,16013,Sandy
West Bengal,Summer     ,Groundnut,9830,15885,Sandy
West Bengal,Summer     ,Groundnut,12470,25963,Sandy
West Bengal,Whole Year ,Groundnut,12759,21910,Sandy
West Bengal,Whole Year ,Groundnut,13480,26084,Sandy
West Bengal,Whole Year ,Groundnut,15392,31985,Sandy
West Bengal,Summer     ,Groundnut,16463,35116,Sandy
West Bengal,Summer     ,Groundnut,16979,25469,Sandy
West Bengal,Summer     ,Groundnut,17090,25174,Sandy
West Bengal,Summer     ,Groundnut,15560,22951,Sandy
West Bengal,Summer     ,Groundnut,19619,73008,Sandy
West Bengal,Summer     ,Groundnut,17718,36992,Sandy
West Bengal,Summer     ,Groundnut,16801,36859,Sandy
West Bengal,Summer     ,Groundnut,17994,52469,Sandy
West Bengal,Whole Year ,Groundnut,7285,4320,Sandy
West Bengal,Whole Year ,Groundnut,6740,4569,Sandy
West Bengal,Kharif     ,Groundnut,1094,656,Sandy
West Bengal,Rabi       ,Groundnut,1330,1130,Sandy
West Bengal,Summer     ,Groundnut,3610,3430,Sandy
West Bengal,Kharif     ,Groundnut,655,360,Sandy
West Bengal,Rabi       ,Groundnut,1978,2793,Sandy
West Bengal,Summer     ,Groundnut,3590,6031,Sandy
West Bengal,Kharif     ,Groundnut,593,374,Sandy
West Bengal,Rabi       ,Groundnut,1395,2052,Sandy
West Bengal,Summer     ,Groundnut,3590,6031,Sandy
West Bengal,Kharif     ,Groundnut,418,446,Sandy
West Bengal,Rabi       ,Groundnut,790,1460,Sandy
West Bengal,Summer     ,Groundnut,3590,6031,Sandy
West Bengal,Kharif     ,Groundnut,545,616,Sandy
West Bengal,Rabi       ,Groundnut,1600,2376,Sandy
West Bengal,Summer     ,Groundnut,7270,11806,Sandy
West Bengal,Whole Year ,Groundnut,9945,15967,Sandy
West Bengal,Whole Year ,Groundnut,11325,18152,Sandy
West Bengal,Whole Year ,Groundnut,13815,22308,Sandy
West Bengal,Kharif     ,Groundnut,1368,1363,Sandy
West Bengal,Rabi       ,Groundnut,4585,7336,Sandy
West Bengal,Summer     ,Groundnut,14446,38282,Sandy
West Bengal,Kharif     ,Groundnut,660,579,Sandy
West Bengal,Rabi       ,Groundnut,6530,11754,Sandy
West Bengal,Summer     ,Groundnut,10858,25125,Sandy
West Bengal,Autumn     ,Groundnut,651,609,Sandy
West Bengal,Summer     ,Groundnut,11642,26532,Sandy
West Bengal,Autumn     ,Groundnut,461,392,Sandy
West Bengal,Rabi       ,Groundnut,3965,6859,Sandy
West Bengal,Summer     ,Groundnut,7765,13977,Sandy
West Bengal,Autumn     ,Groundnut,310,279,Sandy
West Bengal,Rabi       ,Groundnut,1092,1835,Sandy
West Bengal,Summer     ,Groundnut,7663,10422,Sandy
West Bengal,Autumn     ,Groundnut,474,427,Sandy
West Bengal,Rabi       ,Groundnut,4630,8566,Sandy
West Bengal,Summer     ,Groundnut,8974,18973,Sandy
West Bengal,Autumn     ,Groundnut,400,340,Sandy
West Bengal,Rabi       ,Groundnut,4050,7164,Sandy
West Bengal,Summer     ,Groundnut,9063,21583,Sandy
West Bengal,Autumn     ,Groundnut,395,349,Sandy
West Bengal,Rabi       ,Groundnut,5281,9273,Sandy
West Bengal,Summer     ,Groundnut,8019,13680,Sandy
West Bengal,Whole Year ,Groundnut,70,86,Sandy
West Bengal,Whole Year ,Groundnut,632,1106,Sandy
West Bengal,Kharif     ,Groundnut,48,55,Sandy
West Bengal,Rabi       ,Groundnut,55,134,Sandy
West Bengal,Summer     ,Groundnut,157,289,Sandy
West Bengal,Kharif     ,Groundnut,30,36,Sandy
West Bengal,Rabi       ,Groundnut,40,72,Sandy
West Bengal,Summer     ,Groundnut,306,438,Sandy
West Bengal,Kharif     ,Groundnut,103,147,Sandy
West Bengal,Rabi       ,Groundnut,70,105,Sandy
West Bengal,Summer     ,Groundnut,574,653,Sandy
West Bengal,Kharif     ,Groundnut,100,145,Sandy
West Bengal,Summer     ,Groundnut,171,218,Sandy
West Bengal,Kharif     ,Groundnut,75,75,Sandy
West Bengal,Rabi       ,Groundnut,57,104,Sandy
West Bengal,Summer     ,Groundnut,124,174,Sandy
West Bengal,Whole Year ,Groundnut,310,489,Sandy
West Bengal,Whole Year ,Groundnut,277,418,Sandy
West Bengal,Whole Year ,Groundnut,282,438,Sandy
West Bengal,Kharif     ,Groundnut,12,19,Sandy
West Bengal,Rabi       ,Groundnut,1,2,Sandy
West Bengal,Summer     ,Groundnut,70,111,Sandy
West Bengal,Kharif     ,Groundnut,10,17,Sandy
West Bengal,Rabi       ,Groundnut,4,4,Sandy
West Bengal,Summer     ,Groundnut,85,133,Sandy
West Bengal,Autumn     ,Groundnut,9,16,Sandy
West Bengal,Rabi       ,Groundnut,3550,6390,Sandy
West Bengal,Summer     ,Groundnut,105,176,Sandy
West Bengal,Autumn     ,Groundnut,11,19,Sandy
West Bengal,Rabi       ,Groundnut,39,58,Sandy
West Bengal,Summer     ,Groundnut,123,185,Sandy
West Bengal,Autumn     ,Groundnut,16,27,Sandy
West Bengal,Rabi       ,Groundnut,238,764,Sandy
West Bengal,Summer     ,Groundnut,1,2,Sandy
West Bengal,Autumn     ,Groundnut,15,24,Sandy
West Bengal,Rabi       ,Groundnut,238,764,Sandy
West Bengal,Summer     ,Groundnut,235,687,Sandy
West Bengal,Autumn     ,Groundnut,25,32,Sandy
West Bengal,Rabi       ,Groundnut,235,761,Sandy
West Bengal,Summer     ,Groundnut,223,658,Sandy
West Bengal,Autumn     ,Groundnut,32,47,Sandy
West Bengal,Rabi       ,Groundnut,237,763,Sandy
West Bengal,Summer     ,Groundnut,230,531,Sandy
West Bengal,Whole Year ,Groundnut,3850,6095,Sandy
West Bengal,Whole Year ,Groundnut,5113,7696,Sandy
West Bengal,Rabi       ,Groundnut,3245,5844,Sandy
West Bengal,Summer     ,Groundnut,3225,4838,Sandy
West Bengal,Rabi       ,Groundnut,3875,6684,Sandy
West Bengal,Summer     ,Groundnut,3435,5211,Sandy
West Bengal,Rabi       ,Groundnut,3040,4697,Sandy
West Bengal,Summer     ,Groundnut,3015,4770,Sandy
West Bengal,Rabi       ,Groundnut,3050,4874,Sandy
West Bengal,Summer     ,Groundnut,2175,3480,Sandy
West Bengal,Rabi       ,Groundnut,3263,5218,Sandy
West Bengal,Summer     ,Groundnut,2196,3718,Sandy
West Bengal,Whole Year ,Groundnut,5817,9287,Sandy
West Bengal,Whole Year ,Groundnut,5597,9726,Sandy
West Bengal,Whole Year ,Groundnut,6695,11096,Sandy
West Bengal,Kharif     ,Groundnut,50,72,Sandy
West Bengal,Rabi       ,Groundnut,3680,6065,Sandy
West Bengal,Summer     ,Groundnut,2745,4664,Sandy
West Bengal,Kharif     ,Groundnut,40,56,Sandy
West Bengal,Rabi       ,Groundnut,3550,5332,Sandy
West Bengal,Summer     ,Groundnut,2455,4119,Sandy
West Bengal,Autumn     ,Groundnut,25,34,Sandy
West Bengal,Rabi       ,Groundnut,107,124,Sandy
West Bengal,Summer     ,Groundnut,2805,4754,Sandy
West Bengal,Autumn     ,Groundnut,60,84,Sandy
West Bengal,Rabi       ,Groundnut,3960,7183,Sandy
West Bengal,Summer     ,Groundnut,2296,3926,Sandy
West Bengal,Autumn     ,Groundnut,25,31,Sandy
West Bengal,Rabi       ,Groundnut,3140,5683,Sandy
West Bengal,Summer     ,Groundnut,2505,5526,Sandy
West Bengal,Autumn     ,Groundnut,25,32,Sandy
West Bengal,Rabi       ,Groundnut,3910,7104,Sandy
West Bengal,Summer     ,Groundnut,3502,9856,Sandy
West Bengal,Rabi       ,Groundnut,3800,7030,Sandy
West Bengal,Summer     ,Groundnut,3699,8872,Sandy
West Bengal,Rabi       ,Groundnut,3802,7034,Sandy
West Bengal,Summer     ,Groundnut,3281,6032,Sandy
West Bengal,Whole Year ,Groundnut,1188,738,Sandy
West Bengal,Whole Year ,Groundnut,1247,686,Sandy
West Bengal,Kharif     ,Groundnut,1160,754,Sandy
West Bengal,Kharif     ,Groundnut,679,543,Sandy
West Bengal,Kharif     ,Groundnut,241,213,Sandy
West Bengal,Rabi       ,Groundnut,20,29,Sandy
West Bengal,Summer     ,Groundnut,218,244,Sandy
West Bengal,Kharif     ,Groundnut,561,422,Sandy
West Bengal,Summer     ,Groundnut,90,144,Sandy
West Bengal,Kharif     ,Groundnut,370,382,Sandy
West Bengal,Rabi       ,Groundnut,25,43,Sandy
West Bengal,Summer     ,Groundnut,105,104,Sandy
West Bengal,Whole Year ,Groundnut,908,824,Sandy
West Bengal,Whole Year ,Groundnut,1048,992,Sandy
West Bengal,Whole Year ,Groundnut,1095,1082,Sandy
West Bengal,Kharif     ,Groundnut,1120,1075,Sandy
West Bengal,Rabi       ,Groundnut,25,24,Sandy
West Bengal,Summer     ,Groundnut,3,6,Sandy
West Bengal,Kharif     ,Groundnut,1082,1197,Sandy
West Bengal,Rabi       ,Groundnut,6,8,Sandy
West Bengal,Summer     ,Groundnut,3,6,Sandy
West Bengal,Autumn     ,Groundnut,745,784,Sandy
West Bengal,Rabi       ,Groundnut,6511,11394,Sandy
West Bengal,Summer     ,Groundnut,3,6,Sandy
West Bengal,Autumn     ,Groundnut,982,1019,Sandy
West Bengal,Rabi       ,Groundnut,4,6,Sandy
West Bengal,Summer     ,Groundnut,4,14,Sandy
West Bengal,Autumn     ,Groundnut,662,670,Sandy
West Bengal,Rabi       ,Groundnut,46,36,Sandy
West Bengal,Autumn     ,Groundnut,796,824,Sandy
West Bengal,Rabi       ,Groundnut,22,19,Sandy
West Bengal,Autumn     ,Groundnut,676,691,Sandy
West Bengal,Rabi       ,Groundnut,22,19,Sandy
West Bengal,Autumn     ,Groundnut,711,694,Sandy
West Bengal,Rabi       ,Groundnut,30,25,Sandy
Andaman and Nicobar Islands,Rabi       ,Maize,3.84,18.22,Sandy
Andaman and Nicobar Islands,Rabi       ,Maize,86.7,96.4,Sandy
Andaman and Nicobar Islands,Rabi       ,Maize,73,253,Sandy
Andhra Pradesh,Kharif     ,Maize,2800,4900,Sandy
Andhra Pradesh,Rabi       ,Maize,600,2400,Sandy
Andhra Pradesh,Kharif     ,Maize,3300,6700,Sandy
Andhra Pradesh,Rabi       ,Maize,300,1600,Sandy
Andhra Pradesh,Kharif     ,Maize,3358,9540,Sandy
Andhra Pradesh,Rabi       ,Maize,455,2203,Sandy
Andhra Pradesh,Kharif     ,Maize,3475,9049,Sandy
Andhra Pradesh,Rabi       ,Maize,399,2148,Sandy
Andhra Pradesh,Kharif     ,Maize,2667,7129,Sandy
Andhra Pradesh,Rabi       ,Maize,447,2893,Sandy
Andhra Pradesh,Kharif     ,Maize,3541,3431,Sandy
Andhra Pradesh,Rabi       ,Maize,1288,8933,Sandy
Andhra Pradesh,Kharif     ,Maize,6246,10718,Sandy
Andhra Pradesh,Rabi       ,Maize,1212,6787,Sandy
Andhra Pradesh,Kharif     ,Maize,3495,10031,Sandy
Andhra Pradesh,Rabi       ,Maize,3572,25822,Sandy
Andhra Pradesh,Kharif     ,Maize,5958,21538,Sandy
Andhra Pradesh,Rabi       ,Maize,1435,10721,Sandy
